child_id,child_age_group,count_children_present
ID_C9XTNYSXJ,50-59 months,29.0
ID_L3IHRR66F,50-59 months,29.0
ID_OF52PQQ1K,60-69 months,40.0
ID_V319BNHQY,50-59 months,29.0
ID_104JRAZBA,60-69 months,40.0
ID_M32JVYIU6,50-59 months,29.0
ID_ZN9KJIWV8,60-69 months,40.0
ID_ZD4DBU4WW,50-59 months,29.0
ID_CSB5U5WI6,60-69 months,40.0
ID_GD63VG08F,60-69 months,40.0
ID_ZF9KUC2QF,60-69 months,40.0
ID_UWFCHG47M,50-59 months,29.0
ID_ABJ17OYY1,50-59 months,29.0
ID_P3P92DOPQ,50-59 months,29.0
ID_XTMB42WOW,50-59 months,29.0
ID_W3XROQB5V,50-59 months,29.0
ID_CPUYV0SOP,60-69 months,40.0
ID_K4C6GQKME,50-59 months,29.0
ID_LF8EYFTT3,50-59 months,29.0
ID_N6T3WYHIM,50-59 months,29.0
ID_Q8KJXP8OC,50-59 months,29.0
ID_9X9N2WVYP,50-59 months,29.0
ID_IHWP0TEV5,60-69 months,40.0
ID_H9I3DMXQV,50-59 months,29.0
ID_NTHL4X1Z1,60-69 months,40.0
ID_HUFP7B7OJ,60-69 months,40.0
ID_FERFA2D09,50-59 months,29.0
ID_73XHVWMAE,50-59 months,29.0
ID_6SF887QN2,60-69 months,40.0
ID_HZYRO1Q10,60-69 months,40.0
ID_COYIV3QKH,50-59 months,29.0
ID_E7Q7HY9F1,50-59 months,29.0
ID_E0K7JGWOY,50-59 months,29.0
ID_0B101QZ26,60-69 months,40.0
ID_XQW3P7RCS,60-69 months,40.0
ID_1JF02376F,50-59 months,29.0
ID_27E2LRP3G,50-59 months,29.0
ID_IZ9OZA292,50-59 months,29.0
ID_326LRKPCA,50-59 months,29.0
ID_G2PM7U0IN,50-59 months,29.0
ID_RMX4ESHZ6,50-59 months,29.0
ID_18OW178NV,60-69 months,40.0
ID_BQB4KL5PU,50-59 months,29.0
ID_LRCJ72DLB,50-59 months,29.0
ID_GSB3G6Q81,60-69 months,40.0
ID_1ZTSOPRIX,50-59 months,29.0
ID_B2XYPJ4SX,50-59 months,29.0
ID_91W2LJC21,60-69 months,40.0
ID_QP0WGGLGX,50-59 months,29.0
ID_PEHEWX6UP,50-59 months,29.0
ID_6DAYRRIVQ,50-59 months,29.0
ID_XIAXDYRMK,50-59 months,29.0
ID_0D6M65CD8,50-59 months,29.0
ID_5GS1T13WP,50-59 months,29.0
ID_5U6BF274D,60-69 months,40.0
ID_AVL24QGTS,50-59 months,29.0
ID_DD54K06IJ,60-69 months,40.0
ID_SETT8YAOW,50-59 months,29.0
ID_JO50Y52YZ,50-59 months,29.0
ID_GPGMPPRPA,60-69 months,40.0
ID_1S2G0154Y,50-59 months,29.0
ID_LL014UU6C,50-59 months,29.0
ID_9XBTZO9IW,50-59 months,29.0
ID_ALQFKVY1U,60-69 months,40.0
ID_4LM97NPGP,50-59 months,29.0
ID_70PY4F71Q,50-59 months,29.0
ID_RMI3298MB,50-59 months,29.0
ID_K3STYN4OJ,60-69 months,40.0
ID_6Q8P0BJQ6,50-59 months,29.0
ID_8VYX4MT62,50-59 months,29.0
ID_PRFTU22ZE,60-69 months,40.0
ID_ZNQN3X55X,50-59 months,29.0
ID_93DU8HG23,50-59 months,29.0
ID_VIVXQPW8T,50-59 months,29.0
ID_ZIRW76KWX,50-59 months,29.0
ID_BUTCK08V6,50-59 months,29.0
ID_WR5SK6QQK,60-69 months,40.0
ID_FBYNJ3R03,60-69 months,40.0
ID_EULAY3Y1O,50-59 months,29.0
ID_JKDJWI5QZ,50-59 months,29.0
ID_5N2M92Q08,50-59 months,29.0
ID_5IWHKWEF2,60-69 months,40.0
ID_MUYVEXRP3,60-69 months,40.0
ID_3H1YB65EZ,60-69 months,40.0
ID_WD0BUMAW3,60-69 months,40.0
ID_ERPSPY2L2,60-69 months,40.0
ID_Q9IJO57RS,50-59 months,29.0
ID_ZXOH15GHJ,50-59 months,29.0
ID_OTOMP68M0,60-69 months,40.0
ID_SBW9DKHPH,60-69 months,40.0
ID_U73WOUZCU,50-59 months,29.0
ID_3ZOQOUGKH,60-69 months,40.0
ID_9QNKXCQ9I,50-59 months,29.0
ID_GQKWXSFXR,60-69 months,40.0
ID_XC6342MGF,50-59 months,29.0
ID_GZQ3SY73L,50-59 months,29.0
ID_EDH93S061,50-59 months,29.0
ID_WUKGT4IE8,50-59 months,29.0
ID_7S5J8DG1E,50-59 months,29.0
ID_RLV7LOWTO,50-59 months,29.0
ID_CDRSL8J0U,50-59 months,29.0
ID_V4I5HQMMJ,60-69 months,40.0
ID_WRY4JJDCY,50-59 months,29.0
ID_PI817EJ71,60-69 months,40.0
ID_EGFNDEKJF,60-69 months,40.0
ID_LPU8NAO7D,50-59 months,29.0
ID_ENIHR5XU0,50-59 months,29.0
ID_8WP98WFZR,50-59 months,29.0
ID_9BO8DAKLP,50-59 months,29.0
ID_FOV5GAWOT,50-59 months,29.0
ID_286SPJDMI,50-59 months,29.0
ID_I86QLDKVY,50-59 months,29.0
ID_E4X42GKAZ,50-59 months,29.0
ID_99DO8GMNV,50-59 months,29.0
ID_IB9ULOYXW,50-59 months,29.0
ID_ACLTJIK4X,50-59 months,29.0
ID_828B3A0L6,50-59 months,29.0
ID_L706P3JL1,50-59 months,29.0
ID_EBY9LQ5WM,50-59 months,29.0
ID_TGZ53AC85,50-59 months,29.0
ID_MXX4EHT8R,60-69 months,40.0
ID_KUORZRA8O,60-69 months,40.0
ID_VHTJEDNXB,50-59 months,29.0
ID_KFAW5TB44,50-59 months,29.0
ID_FOAMAFQLI,60-69 months,40.0
ID_EA2TK3C3F,60-69 months,40.0
ID_TZ9WWXCM1,50-59 months,29.0
ID_YHXWQR9S0,60-69 months,40.0
ID_EU451AW59,50-59 months,29.0
ID_D1UCK7HJ1,50-59 months,29.0
ID_PTDUSN40S,50-59 months,29.0
ID_0K0I72RIY,50-59 months,29.0
ID_XTH1BQD94,60-69 months,40.0
ID_ZQ4S6N6D7,50-59 months,29.0
ID_JCA9WX6ZZ,50-59 months,29.0
ID_2H0N0THVZ,60-69 months,40.0
ID_8XXLQ8XKF,50-59 months,29.0
ID_CSBA8FIK6,50-59 months,29.0
ID_LYSW2Y1FK,50-59 months,29.0
ID_7BUROVOMU,50-59 months,29.0
ID_OZHB9ENP9,60-69 months,40.0
ID_Z3II0UJVB,50-59 months,29.0
ID_4ISR3KP7R,50-59 months,29.0
ID_UGR1HF1Z4,50-59 months,29.0
ID_T2AKGHFU8,60-69 months,40.0
ID_SDXWYFVDU,60-69 months,40.0
ID_Y8ON63QQ2,50-59 months,29.0
ID_MY5N5Z7EQ,60-69 months,40.0
ID_683O3QNJ5,50-59 months,29.0
ID_G9YQKKZQZ,50-59 months,29.0
ID_EF4C49PI4,50-59 months,29.0
ID_V53CQ4KZT,50-59 months,29.0
ID_VB80HHHN0,50-59 months,29.0
ID_RXBWF2STG,50-59 months,29.0
ID_FXV9T7U9Q,50-59 months,29.0
ID_TMB9LI31L,50-59 months,29.0
ID_WBJWGWU9L,50-59 months,29.0
ID_12OQNUMPS,60-69 months,40.0
ID_U4ZRPYR26,50-59 months,29.0
ID_N6U77ZDVA,50-59 months,29.0
ID_9A8EG45IL,50-59 months,29.0
ID_Q103A4J1L,50-59 months,29.0
ID_PBZHALNBC,50-59 months,29.0
ID_U9031YKM8,50-59 months,29.0
ID_YFEGKUHZA,50-59 months,29.0
ID_N42P25DD3,60-69 months,40.0
ID_PZA2Y3PXC,50-59 months,29.0
ID_4956T8BDL,50-59 months,29.0
ID_912IRXAFP,50-59 months,29.0
ID_KOUT8HG3D,50-59 months,29.0
ID_76EQ58JRR,50-59 months,29.0
ID_7DS5RDBTM,60-69 months,40.0
ID_0BNFNRETV,50-59 months,29.0
ID_QMOWY4WHB,50-59 months,29.0
ID_YDNBNWNWZ,50-59 months,29.0
ID_E7F89MQYH,60-69 months,40.0
ID_QOGK7QE0V,60-69 months,40.0
ID_NE8LPMCMJ,50-59 months,29.0
ID_4K6L74R9G,50-59 months,29.0
ID_O6EX9MCB3,50-59 months,29.0
ID_NEOJR7XTB,60-69 months,40.0
ID_4AOXSR1BI,60-69 months,40.0
ID_E5KYIBNPX,50-59 months,29.0
ID_7A3W3JA5Z,50-59 months,29.0
ID_5IEGPO4SQ,50-59 months,29.0
ID_RSYO4A138,60-69 months,40.0
ID_C4BUQ5NZL,50-59 months,29.0
ID_SBNTW5Q0N,60-69 months,40.0
ID_9B3DTZ7SI,50-59 months,29.0
ID_6TOLRVNTT,50-59 months,29.0
ID_WWCHCOEGK,60-69 months,40.0
ID_KTDN40SVV,50-59 months,29.0
ID_1631SYFT6,50-59 months,29.0
ID_BXDXLAMFW,50-59 months,29.0
ID_LTQB37YQ1,50-59 months,29.0
ID_G85F34ANW,50-59 months,29.0
ID_V999IAX5B,50-59 months,29.0
ID_1JWCFPXHB,50-59 months,29.0
ID_2SQWJTJ3U,50-59 months,29.0
ID_F7PTIXT39,60-69 months,40.0
ID_AJ4UUWOTU,50-59 months,29.0
ID_JO0S0VO92,50-59 months,29.0
ID_FH063CWXS,60-69 months,40.0
ID_YS0ZWHGYP,60-69 months,40.0
ID_S5TV7HHN6,50-59 months,29.0
ID_2B26TPKY5,60-69 months,40.0
ID_CX2G3DCXG,50-59 months,29.0
ID_UVXPQDSOS,50-59 months,29.0
ID_X1M0I5QGE,60-69 months,40.0
ID_Y54TYY781,50-59 months,29.0
ID_S7Y3EY0UJ,50-59 months,29.0
ID_ARWDZ8VU7,50-59 months,29.0
ID_ARMKBUIQF,50-59 months,29.0
ID_UL4SH259C,50-59 months,29.0
ID_D3NV9EG2Z,60-69 months,40.0
ID_GJS7XUI9N,50-59 months,29.0
ID_R4VUAPYL7,60-69 months,40.0
ID_1TNTWY58W,60-69 months,40.0
ID_4BOB6WG10,50-59 months,29.0
ID_WMGSCM1XM,60-69 months,40.0
ID_SFUJT1W6Y,60-69 months,40.0
ID_ODV5F6DFF,50-59 months,29.0
ID_3KCJEPB9F,50-59 months,29.0
ID_1NLBYEUQQ,50-59 months,29.0
ID_G4ZDYZVAE,60-69 months,40.0
ID_D4Z8VYEPW,50-59 months,29.0
ID_2MJ4E1BK3,60-69 months,40.0
ID_Y2ZQW7EKQ,60-69 months,40.0
ID_YP2LV9UNA,50-59 months,29.0
ID_YNVMBEWGS,60-69 months,40.0
ID_WVB8A42A0,60-69 months,40.0
ID_TTVRR0VAW,60-69 months,40.0
ID_8UH9OOISO,50-59 months,29.0
ID_NGDJ523W6,50-59 months,29.0
ID_H77ASDWBQ,50-59 months,29.0
ID_QL03Y4UD0,50-59 months,29.0
ID_GOI6Q4MR6,50-59 months,29.0
ID_XJITS6BUT,50-59 months,29.0
ID_RHJ1MX6L2,50-59 months,29.0
ID_LZR8DNGXP,50-59 months,29.0
ID_C9UYL5O1R,60-69 months,40.0
ID_Z8QP3U7FV,60-69 months,40.0
ID_SZLVLD2RQ,50-59 months,29.0
ID_FPWI3DYUG,60-69 months,40.0
ID_AYG0L4VN6,60-69 months,40.0
ID_8A96K7BVX,50-59 months,29.0
ID_WSVKAWFYW,60-69 months,40.0
ID_S244KEYP0,50-59 months,29.0
ID_8XF2VBGFS,50-59 months,29.0
ID_ZQGL88SJ8,50-59 months,29.0
ID_L4XHCY3KO,60-69 months,40.0
ID_006AP9OS1,50-59 months,29.0
ID_K1HXZT09J,50-59 months,29.0
ID_3P1PR0YHM,60-69 months,40.0
ID_9SEHGHMZM,50-59 months,29.0
ID_YHAWGGM0E,50-59 months,29.0
ID_SXV5YSQDN,50-59 months,29.0
ID_0AHD6U9AX,60-69 months,40.0
ID_9G18ZGHSS,50-59 months,29.0
ID_78VNP3UD6,50-59 months,29.0
ID_2BXC5EPLT,50-59 months,29.0
ID_NVTYD1PGL,50-59 months,29.0
ID_W6714MTIR,50-59 months,29.0
ID_Q12QCSRW6,50-59 months,29.0
ID_S27UBTAXI,60-69 months,40.0
ID_HO21ZYOHV,60-69 months,40.0
ID_IQHS3WYK1,60-69 months,40.0
ID_SDICTI43I,50-59 months,29.0
ID_C5RTYRWKI,50-59 months,29.0
ID_K1DF9JLFJ,50-59 months,29.0
ID_C5V1C2JP4,60-69 months,40.0
ID_UQXZJ2R0H,60-69 months,40.0
ID_L2LM3SD53,50-59 months,29.0
ID_RBHHMWL5R,50-59 months,29.0
ID_YFZFD946H,60-69 months,40.0
ID_2MVLTRGKT,50-59 months,29.0
ID_TBXK9B9L6,50-59 months,29.0
ID_2UCKGNAYX,50-59 months,29.0
ID_QAM57UPNA,60-69 months,40.0
ID_3195GWJC5,50-59 months,29.0
ID_78815WCGS,60-69 months,40.0
ID_YFATJLW8Q,50-59 months,29.0
ID_N2JSWSSQ9,50-59 months,29.0
ID_S2X5KP6J8,60-69 months,40.0
ID_D6F8BKA67,50-59 months,29.0
ID_ETZ21HLP1,50-59 months,29.0
ID_MWFWF5D6J,50-59 months,29.0
ID_H2YNOLULX,50-59 months,29.0
ID_0WMJX17MM,50-59 months,29.0
ID_48KHMN519,50-59 months,29.0
ID_R8WCFTRG1,50-59 months,29.0
ID_PRFCIOE1W,50-59 months,29.0
ID_I0VRNE83N,60-69 months,40.0
ID_DW8RNQRF6,50-59 months,29.0
ID_94V9BSPEM,60-69 months,40.0
ID_LQHGLNB2C,50-59 months,29.0
ID_CBHBLUVT0,50-59 months,29.0
ID_78F7GDGQX,50-59 months,29.0
ID_SJNC8CHXA,60-69 months,40.0
ID_HI0N9OGUV,60-69 months,40.0
ID_BJZS253OJ,60-69 months,40.0
ID_53MANYO7P,60-69 months,40.0
ID_7J9P5IQYF,50-59 months,29.0
ID_W01QJHLR8,50-59 months,29.0
ID_GV03VC3NU,50-59 months,29.0
ID_9WZDF6JR2,50-59 months,29.0
ID_5EZOTNBML,60-69 months,40.0
ID_KN3ZPGTTD,50-59 months,29.0
ID_VU5204Q7J,50-59 months,29.0
ID_P4F8PR4BO,50-59 months,29.0
ID_4DC6HGDCT,50-59 months,29.0
ID_H5AZ9CNBQ,50-59 months,29.0
ID_ELV9OJZ2A,50-59 months,29.0
ID_K01GKSJ3L,50-59 months,29.0
ID_1D0FRGE7O,50-59 months,29.0
ID_JRWHL9EQ8,50-59 months,29.0
ID_2IK9GA30X,60-69 months,40.0
ID_UMAYYR8KK,60-69 months,40.0
ID_D61WX6TKC,60-69 months,40.0
ID_RQWF3037V,60-69 months,40.0
ID_X7M9AHQMU,50-59 months,29.0
ID_T3C6IZD07,60-69 months,40.0
ID_5PGF6X5TD,60-69 months,40.0
ID_OST42YQGH,60-69 months,40.0
ID_NDNB12NK8,60-69 months,40.0
ID_WO1X45K66,60-69 months,40.0
ID_1D0B57XTS,60-69 months,40.0
ID_P95OSW16V,50-59 months,29.0
ID_UP9KUYYTU,50-59 months,29.0
ID_WRQVF7PIQ,60-69 months,40.0
ID_PINX945CY,50-59 months,29.0
ID_6OYL7C2BL,50-59 months,29.0
ID_P03YB5CII,50-59 months,29.0
ID_19SCFGSML,60-69 months,40.0
ID_3F1OV59YJ,50-59 months,29.0
ID_NSPE9DQHB,50-59 months,29.0
ID_CBO3JEI2T,60-69 months,40.0
ID_3CD21P4OQ,50-59 months,29.0
ID_P5WT1ZK7D,50-59 months,29.0
ID_T5MTXJ5YP,50-59 months,29.0
ID_P485GG5A0,60-69 months,40.0
ID_TXQBGK3G0,50-59 months,29.0
ID_IRLG9B4BU,60-69 months,40.0
ID_ELJ6HF1OD,60-69 months,40.0
ID_PJ9F46AIW,60-69 months,40.0
ID_N7DC5FCG2,50-59 months,29.0
ID_T0M85LNJP,50-59 months,29.0
ID_C7I2EBEX2,50-59 months,29.0
ID_YBDXIQFQB,50-59 months,29.0
ID_KOMVLA402,50-59 months,29.0
ID_C9SXMGF40,50-59 months,29.0
ID_KLJ2BBDA9,50-59 months,29.0
ID_CQ6RIR5N0,50-59 months,29.0
ID_SYGL4TUUO,50-59 months,29.0
ID_U4SVJSMJP,60-69 months,40.0
ID_9MEGHNLKU,60-69 months,40.0
ID_4CLZ4L75T,50-59 months,29.0
ID_IMAZ4IU3I,50-59 months,29.0
ID_BNF8H44X6,50-59 months,29.0
ID_1B838IAG9,50-59 months,29.0
ID_YJBZ3G6X9,60-69 months,40.0
ID_KR1MV8ZT4,60-69 months,40.0
ID_CDWUC8HJX,60-69 months,40.0
ID_CC45HFUD1,60-69 months,40.0
ID_BUFANSW8N,60-69 months,40.0
ID_S7TIZWIIK,50-59 months,29.0
ID_M3ZSBT681,50-59 months,29.0
ID_OLXH4G1WA,50-59 months,29.0
ID_DNOQ37JWO,60-69 months,40.0
ID_XAZ44T6AC,50-59 months,29.0
ID_HVILK1LXB,50-59 months,29.0
ID_0LVNCCSF0,50-59 months,29.0
ID_24AEFF905,60-69 months,40.0
ID_7E4FPIHUI,60-69 months,40.0
ID_RFHJJ0T5X,60-69 months,40.0
ID_WET7S5QL7,60-69 months,40.0
ID_H1KU9Y3IP,50-59 months,29.0
ID_TY79L3XYN,60-69 months,40.0
ID_SM6LFF805,50-59 months,29.0
ID_J98X5G9E4,60-69 months,40.0
ID_QXS5HFR9Z,50-59 months,29.0
ID_WXHZTOT41,50-59 months,29.0
ID_9RD7KKWSY,60-69 months,40.0
ID_AAHA7VGBE,50-59 months,29.0
ID_14QAZFHHX,50-59 months,29.0
ID_S4GC76K7T,50-59 months,29.0
ID_RSGWX3597,50-59 months,29.0
ID_CR19SXUFP,60-69 months,40.0
ID_2EGZYBFKG,50-59 months,29.0
ID_A8LCLSEKL,60-69 months,40.0
ID_XVOONQ1F4,60-69 months,40.0
ID_G6H6DUUAU,50-59 months,29.0
ID_R1YCD4Y67,50-59 months,29.0
ID_4LLCB4W9Z,50-59 months,29.0
ID_3UKJAQ0Q9,50-59 months,29.0
ID_596LX06W0,60-69 months,40.0
ID_LO29V0KBX,50-59 months,29.0
ID_WZN24Q8EU,50-59 months,29.0
ID_LLMDYX54A,50-59 months,29.0
ID_IOPOBDI3V,50-59 months,29.0
ID_0MFES7M90,50-59 months,29.0
ID_LARNL745K,50-59 months,29.0
ID_6KTZ5L4UM,50-59 months,29.0
ID_K8NA2GS9F,60-69 months,40.0
ID_N5QB2SL3S,50-59 months,29.0
ID_W0841XVRF,60-69 months,40.0
ID_KL8BAERFW,60-69 months,40.0
ID_FT5944S13,50-59 months,29.0
ID_WK3LECJLO,50-59 months,29.0
ID_2YHO2HGDK,50-59 months,29.0
ID_KZTQ4X3JT,60-69 months,40.0
ID_8Q23RXBR2,50-59 months,29.0
ID_CSCUQ8D58,50-59 months,29.0
ID_U15KGYLUQ,50-59 months,29.0
ID_FX5WB32DV,50-59 months,29.0
ID_4IQ0HYPEX,50-59 months,29.0
ID_KNFES4L4H,60-69 months,40.0
ID_EXT814AV5,50-59 months,29.0
ID_VX5XN7OIB,50-59 months,29.0
ID_WCGHN0VDU,50-59 months,29.0
ID_X8KBBCWNK,50-59 months,29.0
ID_ALXN5EF7P,50-59 months,29.0
ID_40WY11BS7,60-69 months,40.0
ID_4R29ZH0P8,50-59 months,29.0
ID_X4MPTA2WA,50-59 months,29.0
ID_TLYOZX78U,50-59 months,29.0
ID_UAB73P0KV,50-59 months,29.0
ID_KL8NFUN2A,50-59 months,29.0
ID_S8JNS3Y7F,50-59 months,29.0
ID_KREIJ76T1,50-59 months,29.0
ID_2B787QZH7,50-59 months,29.0
ID_IU6I0NXW2,50-59 months,29.0
ID_4UFAUBIRA,50-59 months,29.0
ID_SFFOH3JV5,50-59 months,29.0
ID_F5X8FQETM,60-69 months,40.0
ID_OZEN44YZ6,50-59 months,29.0
ID_6GWQALN3M,60-69 months,40.0
ID_EOJF0W5W9,50-59 months,29.0
ID_OU2BQDZWL,60-69 months,40.0
ID_LUQ5E1YW3,50-59 months,29.0
ID_EFZE2GV0B,50-59 months,29.0
ID_O0OU5YR1Z,50-59 months,29.0
ID_RWZ67SL0L,60-69 months,40.0
ID_F3LW22TLP,50-59 months,29.0
ID_4SKBNCXF0,50-59 months,29.0
ID_NE4L0JTNI,50-59 months,29.0
ID_THI88F60F,50-59 months,29.0
ID_PS7VF8FVY,50-59 months,29.0
ID_P7Q5KH6Y0,50-59 months,29.0
ID_B9Q1VBHHA,50-59 months,29.0
ID_NE94YI97Y,60-69 months,40.0
ID_1G22B1H3N,50-59 months,29.0
ID_P7BJ7C2R4,50-59 months,29.0
ID_RTCECLMHB,50-59 months,29.0
ID_ID7A26XJS,50-59 months,29.0
ID_N04NB3RIA,50-59 months,29.0
ID_9L87931AK,50-59 months,29.0
ID_QJ26T6E8Q,60-69 months,40.0
ID_QFTXQM5US,60-69 months,40.0
ID_TMVE0RDCA,60-69 months,40.0
ID_H396NYTXK,60-69 months,40.0
ID_PLGSKGU4B,50-59 months,29.0
ID_9JQ2LR7Y0,50-59 months,29.0
ID_SNSN3S0MN,60-69 months,40.0
ID_M35M50QP0,60-69 months,40.0
ID_B1Q8NS0Q9,50-59 months,29.0
ID_N23G4QKSA,50-59 months,29.0
ID_145PIXTK8,60-69 months,40.0
ID_C52YUG7DO,50-59 months,29.0
ID_MS28R1ROF,50-59 months,29.0
ID_588HBKZQT,50-59 months,29.0
ID_AXJKH0JFG,50-59 months,29.0
ID_OQHZ3CN2T,50-59 months,29.0
ID_7M44VKKJI,50-59 months,29.0
ID_U95E8PPI5,50-59 months,29.0
ID_SAG9LKCEX,50-59 months,29.0
ID_PYRF49WIF,60-69 months,40.0
ID_5NQ39L7FS,60-69 months,40.0
ID_66IM8FKBZ,50-59 months,29.0
ID_YQYL6QPJE,50-59 months,29.0
ID_5YH1V86J0,50-59 months,29.0
ID_NB8IPR7D5,60-69 months,40.0
ID_HQWHFO9GV,50-59 months,29.0
ID_DECJEFNQ7,60-69 months,40.0
ID_J767XLXAP,50-59 months,29.0
ID_O5DFLT7Y4,50-59 months,29.0
ID_5KAZVCNU5,50-59 months,29.0
ID_OYMO92Y84,50-59 months,29.0
ID_6L97BZ1HA,60-69 months,40.0
ID_2OQ1YEQTE,60-69 months,40.0
ID_TJKJ7358B,50-59 months,29.0
ID_SYJ9CAEJF,60-69 months,40.0
ID_K17NESS7O,50-59 months,29.0
ID_YAA6RUWL1,60-69 months,40.0
ID_8D17KRO74,60-69 months,40.0
ID_RE0BQJJJC,60-69 months,40.0
ID_ILON78OEQ,50-59 months,29.0
ID_8B6QT4O47,50-59 months,29.0
ID_BRSKKUAW1,50-59 months,29.0
ID_VY6NJ1Y8O,60-69 months,40.0
ID_BH9EW0SGZ,60-69 months,40.0
ID_WOYXJHUW8,60-69 months,40.0
ID_HNHVGB0GM,50-59 months,29.0
ID_M1LHNLHA1,50-59 months,29.0
ID_0WY9W2PW0,50-59 months,29.0
ID_1BY9S29PK,60-69 months,40.0
ID_JV7H74LTR,50-59 months,29.0
ID_QEEJMD71O,50-59 months,29.0
ID_G5W5EUTK0,60-69 months,40.0
ID_91Q0VWQCF,50-59 months,29.0
ID_QDT327DYN,50-59 months,29.0
ID_R52AHMJHL,50-59 months,29.0
ID_9WIAE6F1J,60-69 months,40.0
ID_NM3IE31C3,50-59 months,29.0
ID_4VYXJ4OPC,50-59 months,29.0
ID_9NRACP1VZ,50-59 months,29.0
ID_8ACJPNB5R,60-69 months,40.0
ID_2RXYHNZPC,50-59 months,29.0
ID_OOMJ4X9ZH,50-59 months,29.0
ID_M52C9A85O,60-69 months,40.0
ID_RD0MQKLKB,50-59 months,29.0
ID_984M5MXKI,50-59 months,29.0
ID_2Y7VXEFL1,50-59 months,29.0
ID_WIXODVN0M,50-59 months,29.0
ID_TE9JBRMGH,50-59 months,29.0
ID_23LBC2DWD,60-69 months,40.0
ID_WB4HIA8AW,60-69 months,40.0
ID_A670GO4U7,60-69 months,40.0
ID_IIIOWGWY1,60-69 months,40.0
ID_SWA50KTS1,50-59 months,29.0
ID_OBGT9BDJ2,50-59 months,29.0
ID_7FEDE6T54,60-69 months,40.0
ID_42LSV6N49,60-69 months,40.0
ID_IZ5V8KODM,50-59 months,29.0
ID_HY6T7ZWX6,50-59 months,29.0
ID_YKXGWVE21,50-59 months,29.0
ID_LM9L9DC4R,50-59 months,29.0
ID_93Q803YK6,60-69 months,40.0
ID_STWH3D26M,50-59 months,29.0
ID_A3NOC02GV,50-59 months,29.0
ID_ZOBM318HP,50-59 months,29.0
ID_4UY7LVA0O,50-59 months,29.0
ID_GE9W6OFX1,50-59 months,29.0
ID_V7DAVUGFJ,60-69 months,40.0
ID_TEO4FOY65,50-59 months,29.0
ID_LLNJN73EB,60-69 months,40.0
ID_VBHTAG5OK,50-59 months,29.0
ID_EZ013MPQG,60-69 months,40.0
ID_UFKGY3EVS,50-59 months,29.0
ID_GTOPLLXTU,50-59 months,29.0
ID_XOIB08F9G,50-59 months,29.0
ID_Z4CC16SPT,60-69 months,40.0
ID_WTVIKT2YK,50-59 months,29.0
ID_QM9CLVSDP,50-59 months,29.0
ID_GBUMX4O4S,50-59 months,29.0
ID_F4UUSUXJT,50-59 months,29.0
ID_64I8OHFDZ,60-69 months,40.0
ID_5N0UWDQZY,50-59 months,29.0
ID_IO9RJHB41,50-59 months,29.0
ID_7RV9DQK6T,50-59 months,29.0
ID_KXC5BWR4G,60-69 months,40.0
ID_DHDUV4VQZ,50-59 months,29.0
ID_PSWFBZN8I,50-59 months,29.0
ID_E1BMF6ZN0,50-59 months,29.0
ID_DX51VDHJE,60-69 months,40.0
ID_CVYBF0TJN,50-59 months,29.0
ID_Y0WNJ1RXN,60-69 months,40.0
ID_556OZPMV4,50-59 months,29.0
ID_BVHH182ZU,50-59 months,29.0
ID_1ZPTBXMB7,50-59 months,29.0
ID_CW3Y5EPH1,50-59 months,29.0
ID_JO0O95MPV,50-59 months,29.0
ID_8ZX09TIIP,50-59 months,29.0
ID_3858VCCI5,60-69 months,40.0
ID_2C3NC2BP6,60-69 months,40.0
ID_WTXL3JYU5,50-59 months,29.0
ID_ZRUS6PEH8,50-59 months,29.0
ID_YCIZ8OVVU,50-59 months,29.0
ID_XQ6F54ONX,50-59 months,29.0
ID_AK0VHOQN3,50-59 months,29.0
ID_BLHBBFM17,60-69 months,40.0
ID_KGIK41C33,50-59 months,29.0
ID_93A12QGN2,60-69 months,40.0
ID_MASNGZVK3,50-59 months,29.0
ID_WKNGUG2AU,60-69 months,40.0
ID_5ZF0UL6UD,50-59 months,29.0
ID_NQ9ZYMES2,60-69 months,40.0
ID_76PO4X9QF,50-59 months,29.0
ID_LO3OPNIOE,60-69 months,40.0
ID_VMPITZL94,60-69 months,40.0
ID_I1V45PWCN,50-59 months,29.0
ID_1A3LDAQGL,50-59 months,29.0
ID_OUX7LUS8V,60-69 months,40.0
ID_S7IJA2XZI,50-59 months,29.0
ID_EWWYT7FN1,60-69 months,40.0
ID_5LH84VM1Z,50-59 months,29.0
ID_BWYLFM8D7,50-59 months,29.0
ID_3LLXVXL2N,50-59 months,29.0
ID_5V7PE8ZEO,60-69 months,40.0
ID_LG0060E9X,50-59 months,29.0
ID_KS0WBT8P4,60-69 months,40.0
ID_ADXK02LTR,50-59 months,29.0
ID_AFC8OZES4,60-69 months,40.0
ID_NKCE6U3DG,50-59 months,29.0
ID_LRPPF5MQP,60-69 months,40.0
ID_THEPFULRW,50-59 months,29.0
ID_EXZXC3BHK,50-59 months,29.0
ID_L5PJERBG7,60-69 months,40.0
ID_72AN3WLZT,50-59 months,29.0
ID_5SFNPJ2TO,50-59 months,29.0
ID_M1JAZ13UH,50-59 months,29.0
ID_5U8ZB775L,60-69 months,40.0
ID_8453F377K,60-69 months,40.0
ID_0L4MIWXJP,60-69 months,40.0
ID_FM63X0PPC,50-59 months,29.0
ID_FNW5DH0EY,50-59 months,29.0
ID_OU2XERMZ0,50-59 months,29.0
